Topic,Topic_isced,Size,Discipline,Discipline_isced,Nationality,Gender,Position,Country_University,Prestige,Year,Location,
Cognitive Science,Social and behavioural science,2,Psychology,Social and behavioural science,,Male,Student,United Kingdom,Unlisted,2006,Santa Fe,
"Sociology, Migration",Social and behavioural science,4,Psychology,Social and behavioural science,,Male,Student,United Kingdom,Unlisted,2006,Santa Fe,
,Social and behavioural science,6,,,,,,United States,Top 50,2005,Beijing,
,Social and behavioural science,2,,,,Male,,United States,Top 50,2005,Beijing,
Cognition,Social and behavioural science,3,Business,Business and administration,,Male,Professor,United States,151-200,2008,Santa Fe,
Ecology,Social and behavioural science,2,Anthropology,"Social and behavioural science
",,Female,Student,United States,Top 50,2006,Santa Fe,
"Game Theory, Computer Sciencs",Social and behavioural science,5,Anthropology,Social and behavioural science,,Female,Student,United States,Top 50,2006,Santa Fe,
,Social and behavioural science,3,,,German,Female,,Germany,151-200,2005,Santa Fe,
,Social and behavioural science,3,Physics,Physical sciences,,Male,,India,Not University,2006,Beijing,
,Social and behavioural science,5,,,,,,United States,201-300,2006,Beijing,
Ecology,Social and behavioural science,2,,,,Female,,Netherlands,101-150,2006,Santa Fe,
"Game Theory, Economics",Social and behavioural science,5,Applied Mathematics,Mathematics and statistics,Poland,Female,Student,Poland,301-400,2007,Santa Fe,
"Game Theory, Economics",Social and behavioural science,5,Evolutionary Bioinformatics,Life sciences;Computing,France,Female,Student,Germany,Not University,2007,Santa Fe,
,Social and behavioural science,3,Computer Science,Computing,,Male,Student,China,201-300,2006,Beijing,
,Social and behavioural science,4,Computer Science,Computing,,Male,Student,China,201-300,2006,Beijing,
,Social and behavioural science,5,,,,Male,Student,China,101-150,2006,Beijing,
,Social and behavioural science,5,Computer Science,Computing,,Male,Student,China,Unlisted,2006,Beijing,
,Social and behavioural science,3,,,,,,United States,Top 50,2005,Beijing,
,Social and behavioural science,3,,,,Male,,United Kingdom,301-400,2005,Santa Fe,
,Social and behavioural science,5,Economics,Social and behavioural science,,Male,Student,China,51-100,2006,Beijing,
,Social and behavioural science,8,,,,Male,,United States,,2005,Beijing,"Does not have an affiliation, but it still says which country the person arrived from."
,Social and behavioural science,8,,,,Male,,United States,,2005,Beijing,"Does not have an affiliation, but it still says which country the person arrived from."
,Social and behavioural science,3,,,,Male,,United States,,2005,Santa Fe,"Does not have an affiliation, but it still says which country the person arrived from."
,Social and behavioural science,6,,,China,,,China,,2005,Beijing,"Does not have an affiliation, but it still says which country the person arrived from."
,Social and behavioural science,3,,,,,,China,,2005,Beijing,"Does not have an affiliation, but it still says which country the person arrived from."
Biology,Social and behavioural science,5,,,,,,,,2006,Santa Fe,"V. Danos is listed in the project, but he does not appear in the participants list."
Social Science,Social and behavioural science,6,,,,,,,,2008,Santa Fe,
Computer Science,Social and behavioural science;Computing,3,Computer Science,Computing,,Male,Student,Netherlands,Not University,2006,Santa Fe,
Computer Science,Social and behavioural science;Computing,3,Sociology,Social and behavioural science,,Female,Student,United States,Top 50,2006,Santa Fe,
Computer Science,Social and behavioural science;Computing,3,,,,Male,,United Kingdom,Top 50,2006,Santa Fe,
"Computer Science, Sociology",Social and behavioural science;Mathematics and statistics,5,"Computer Science, Public Health",Computing;Social and behavioural science,,Female,PostDoc,United States,Top 50,2006,Santa Fe,
"Computer Science, Sociology",Social and behavioural science;Mathematics and statistics,5,,,,,,,,2006,Santa Fe,"M. Feldman is listed in the project, but he does not appear in the participants list."
"Computer Science, Sociology",Social and behavioural science;Mathematics and statistics,5,,,,,,,,2006,Santa Fe,"S. Li is listed in the project, but he does not appear in the participants list."
"Computer Science, Sociology",Social and behavioural science;Mathematics and statistics,5,,,,,,,,2006,Santa Fe,"X. Jin is listed in the project, but he does not appear in the participants list."
"Computer Science, Sociology",Social and behavioural science;Mathematics and statistics,5,,,,,,,,2006,Santa Fe,"Z. Yue is listed in the project, but he does not appear in the participants list."
Social Networks,Social and behavourial sciences,6,Wireless Communication,Engineering and engineering trades,,Male,Student,China,Unlisted,2007,Beijing,
Social Networks,Social and behavourial sciences,6,Anthropology,Social and behavioural science,,Male,Student,United States,Top 50,2007,Beijing,
Social Networks,Social and behavourial sciences,6,Applied Mathematics,Mathematics and statistics,,,Student,China,Top 50,2007,Beijing,
Social Networks,Social and behavourial sciences,6,Network Security,Computing,China,Male,Student,China,Top 50,2007,Beijing,
Social Networks,Social and behavourial sciences,6,Physics,Physical sciences,,Male,Student,United States,151-200,2007,Beijing,
Social Networks,Social and behavourial sciences,6,Sociology,Social and behavioural science,,Male,Student,United States,Top 50,2007,Beijing,
Education,Teacher training and education science,2,"Mathematics, Biology",Mathematics and statistics;Life sciences,,Male,Student,United States,101-150,2009,Santa Fe,
Education,Teacher training and education science,2,Public Policy,Social and behavioural science,,Female,Student,China,151-200,2009,Santa Fe,
NA,,5,Systems and Computational Biology,Life sciences,,Male,Student,United States,301-400,2012,Santa Fe,
,,,"School of Life sciences
",Life sciences,,Male,Student,United States,101-150,2011,Santa Fe,
NA,,2,"Sustainability, Ecology",Environmental protection;Life sciences,Chinese,Female,Student,United States,101-150,2012,Santa Fe,
,,,Biomedical Engineering,Engineering and engineering trades,,Male,Student,United States,51-100,2011,Santa Fe,
,,,Vector-borne diseases,Health,,Male,Government,United States,Not University,2011,Santa Fe,
,,,Complex Systems ,Physical Sciences,,Female,Student,Spain,Not University,2011,Santa Fe,
,,,Complex Systems ,Physical Sciences,,Male,Student,Sweden,201-300,2011,Santa Fe,
,,,Biology,Life sciences,,Male,,United States,401-500,2011,Santa Fe,
NA,,2,Sustainability,Environmental protection,Chinese,Male,Student,United States,Top 50,2012,Santa Fe,
,,,"Management, Information Science
",Business and administration;Journalism and information,,Female,Student,Netherlands,51-100,2011,Santa Fe,
,,,Business and administration,Business and administration,,Male,Industry,United States,Not University,2011,Santa Fe,
,,,Computational Social Science,Social and behavioural science;Computing,,Male,Student,United States,201-300,2011,Santa Fe,
,,,"Computational Social Science
",Social and behavioural science;Computing,Moldova,Female,Student,United States,201-300,2011,Santa Fe,
,,,Political Science,,,Male,Student,United States,201-300,2011,Santa Fe,
,,3,,,Turkey,Female,,Turkey,401-500,2005,Santa Fe,
,,,Political Science,Social and behavioural science,,Male,Government,United States,Not University,2011,Santa Fe,
,,,Physics,Physical Sciences,,Male,Student,Canada,201-300,2011,Santa Fe,
,,,Urban Information Systems,Architecture and building;Computing,,Female,Student,United States,Top 50,2011,Santa Fe,
,,,Mathematics,Mathematics and statistics,,Male,Student,United States,Not University,2011,Santa Fe,
,,,Mathematics,Mathematics and statistics,,Female,Student,Germany,Not University,2011,Santa Fe,
,,,Research Engineer,Engineering and engineering trades,,Male,Student,United States,Not University,2011,Santa Fe,
,,,ystems design and modeling & simulation,Engineering and engineering trades,,Male,Industry,United States,Not University,2011,Santa Fe,
,,,,Engineering and engineering trades,,Male,Government,United States,Not University,2011,Santa Fe,
,,,"Cognitive Science
",Social and behavioural science,,Female,PostDoc,Italy,Not University,2011,Santa Fe,
,,,Chemical and Biomolecular Engineering,Engineering and engineering trades,,Female,Student,United States,51-100,2011,Santa Fe,
,,,Computational Biology,Life sciences;Computing,,Male,Student,United States,Top 50,2011,Santa Fe,
,,3,,,,Male,,Australia,Not University,2005,Santa Fe,
,,,Geography,Social and behavioural science,,Male,Student,United States,Unlisted,2011,Santa Fe,
,,,Neuroscience,Social and behavioural science,,Female,Student,United States,Top 50,2011,Santa Fe,
,,,Anthropology,Social and behavioural science;Computing,,Male,PostDoc,United States,Top 50,2011,Santa Fe,
,,,"Environment and Resources
",Environmental protection,,Female,Student,United States,Top 50,2011,Santa Fe,
,,,"Sociology, Anthropology, and Social Work",Social and behavioural science,,Female,Professor,United States,401-500,2011,Santa Fe,
,,,Biology,Life sciences,,Male,Student,Columbia,Unlisted,2011,Santa Fe,
,,,Economics,Social and behavioural science;Computing,,Male,Student,Columbia,Unlisted,2011,Santa Fe,
,,,"Interdisciplinary Studies: Math, Computing, Physics",Mathematics and statistics;Computing,,Male,Student,Canada,Top 50,2011,Santa Fe,
NA,,5,Computer Science,Computing,,Female,Student,Belgium,Unlisted,2012,Santa Fe,
,,,Energy and Resources,Social and behavioural science,,Female,Student,United States,Top 50,2011,Santa Fe,
,,,Electrical Engineering & Computer Sciences,Engineering and engineering trades;Computing,,Male,Student,United States,Top 50,2011,Santa Fe,
NA,,5,Linguistics,Humanities,,Female,Student,United States,51-100,2012,Santa Fe,
,,,Physics,Physical Sciences,,Male,Student,United States,51-100,2011,Santa Fe,
,,,Physics,Physical Sciences,,Male,Student,United States,51-100,2011,Santa Fe,
,,,"Complex Biological Systems
",Life sciences,,Male,Student,United States,51-100,2011,Santa Fe,
,,,Interdisciplinary Quantitative Biology,Life sciences,,Female,Student,United States,Top 50,2011,Santa Fe,
,,,Computer Science,Computing,,Male,Student,United States,Top 50,2011,Santa Fe,
,,,"Philosophy, Psychology, and Language Science
",Humanities;Computing,,Male,Student,United Kingdom,Top 50,2011,Santa Fe,
NA,,5,Language Evolution,Humanities,,Female,Student,United Kingdom,Top 50,2012,Santa Fe,
,,,Applied Mathematics,Mathematics and statistics,,Female,Student,Canada,301-400,2011,Santa Fe,
,,,Urban Planning and Policy,Architecture and building;Computing,,Female,Student,United States,201-300,2011,Santa Fe,
,,,Political Science,Social and behavioural science,,Female,Student,United States,Top 50,2011,Santa Fe,
,,,Agriculture and Resource Economics,Agriculture and forestry and fishery;Social and behavioural science,,Male,Student,United States,51-100,2011,Santa Fe,
,,,Energy and Environment,Social and behavioural science,,Male,Student,United States,Top 50,2011,Santa Fe,
,,,Computer Science,Computing,,Male,Student,United States,301-400,2011,Santa Fe,
,,,Biology,Life sciences,,Male,Student,United States,301-400,2011,Santa Fe,
,,,Mathematics,Mathematics and statistics,,Male,Student,United Kingdom,Top 50,2011,Santa Fe,
,,,Some engineering thing,Engineering and engineering trades,,Female,Student,Australia,51-100,2011,Santa Fe,
,,,Informations studies,Social and behavioural science;Computing,,Male,Student,United States,51-100,2011,Santa Fe,
,,,Computer Science,Computing,,Male,Student,United States,301-400,2011,Santa Fe,
,,,Applied Mathematics,Mathematics and statistics,,Male,Student,United States,301-400,2011,Santa Fe,
,,,Molecular and Cellular Biology,Life sciences;Computing,,Male,Student,United States,Top 50,2011,Santa Fe,
NA,,5,Theoretical Biology,Life sciences,Italian,Male,Student,Netherlands,51-100,2012,Santa Fe,
,,,Anthropology,Social and behavioural science,,Female,Student,United States,301-400,2011,Santa Fe,
,,,Economics,Engineering and engineering trades,,Male,Student,United States,Top 50,2011,Santa Fe,
